,Clock (daily weight),Month,Time,Year,Daytype,Photovoltaics[MWh],Wind onshore[MWh],Wind offshore[MWh],PV + W / Residual Load,COVID,Oil Price
338,0.03067864453394016,2,02:00:00,2018,Wednesday,0,1642,619,0.2053774184757925,0.0,62.29
340,0.030806564527522437,2,04:00:00,2018,Wednesday,0,1522,571,0.184763418079096,0.0,62.29
341,0.033733483268996424,2,05:00:00,2018,Wednesday,0,1489,562,0.170973657885962,0.0,62.29
342,0.04198004349345618,2,06:00:00,2018,Wednesday,0,1642,604,0.1723317731911302,0.0,62.29
343,0.050392577111544816,2,07:00:00,2018,Wednesday,1,1826,599,0.1648209796861199,0.0,62.29
344,0.053138742202797434,2,08:00:00,2018,Wednesday,289,1871,654,0.1872504657971786,0.0,62.29
346,0.04587455881016366,2,10:00:00,2018,Wednesday,3293,1372,873,0.436131674279414,0.0,62.29
347,0.04395691104224411,2,11:00:00,2018,Wednesday,4367,1272,938,0.5586511509385883,0.0,62.29
348,0.04129300844815107,2,12:00:00,2018,Wednesday,4890,1575,975,0.6859039365723242,0.0,62.29
349,0.03994599709009995,2,13:00:00,2018,Wednesday,4858,2049,1023,0.7756259780907668,0.0,62.29
351,0.04147336708037889,2,15:00:00,2018,Wednesday,3102,2231,910,0.5543912618772755,0.0,62.29
353,0.04867487428470059,2,17:00:00,2018,Wednesday,196,2117,1010,0.2360755896561523,0.0,62.29
354,0.05142377158374203,2,18:00:00,2018,Wednesday,0,2923,1015,0.2715487518962902,0.0,62.29
356,0.04810252613019338,2,20:00:00,2018,Wednesday,0,4460,809,0.4187728501033222,0.0,62.29
357,0.04286379749955585,2,21:00:00,2018,Wednesday,0,4745,671,0.4703838804933125,0.0,62.29
358,0.0400306296952209,2,22:00:00,2018,Wednesday,0,4852,706,0.51401091279016,0.0,62.29
359,0.03500079974684613,2,23:00:00,2018,Wednesday,0,5000,829,0.6063033076763054,0.0,62.29
360,0.034190979394810486,2,00:00:00,2018,Thursday,0,5044,932,0.6971535230984601,0.0,62.86
361,0.03245612351263671,2,01:00:00,2018,Thursday,0,4922,998,0.7334902738198489,0.0,62.86
362,0.031001416847763398,2,02:00:00,2018,Thursday,0,4959,1016,0.7733626714988351,0.0,62.86
363,0.030381469019192635,2,03:00:00,2018,Thursday,0,4920,917,0.7493901656181795,0.0,62.86
364,0.031135420059648727,2,04:00:00,2018,Thursday,0,5087,930,0.7664968152866242,0.0,62.86
365,0.03423229816073938,2,05:00:00,2018,Thursday,0,5143,937,0.7328833172613307,0.0,62.86
367,0.05033187918113392,2,07:00:00,2018,Thursday,0,5310,864,0.5378985886042864,0.0,62.86
368,0.05272044983826963,2,08:00:00,2018,Thursday,141,5396,873,0.5322152108933909,0.0,62.86
369,0.04904011882505265,2,09:00:00,2018,Thursday,517,5261,916,0.5572296678598185,0.0,62.86
370,0.0452440486921363,2,10:00:00,2018,Thursday,977,5076,882,0.5739943717927496,0.0,62.86
371,0.04352439625282041,2,11:00:00,2018,Thursday,1389,4815,856,0.577221813424904,0.0,62.86
372,0.041332239439520586,2,12:00:00,2018,Thursday,1560,4709,864,0.5946644435181325,0.0,62.86
373,0.03964242833115335,2,13:00:00,2018,Thursday,1379,4519,857,0.5484735303670023,0.0,62.86
374,0.039533675476224564,2,14:00:00,2018,Thursday,900,4229,846,0.4696957786337552,0.0,62.86
375,0.041010505312871384,2,15:00:00,2018,Thursday,538,4105,1036,0.441636208103274,0.0,62.86
376,0.04335140302992972,2,16:00:00,2018,Thursday,232,3997,1090,0.4099421965317919,0.0,62.86
377,0.04861189406254324,2,17:00:00,2018,Thursday,28,3912,1004,0.3716454934977072,0.0,62.86
378,0.051314148007878244,2,18:00:00,2018,Thursday,0,3818,931,0.3360934182590233,0.0,62.86
380,0.048143282036074334,2,20:00:00,2018,Thursday,0,3357,1029,0.3268499888218198,0.0,62.86
383,0.03494363298609491,2,23:00:00,2018,Thursday,0,2959,981,0.3448577680525164,0.0,62.86
384,0.034830659785186215,2,00:00:00,2018,Friday,0,2930,916,0.3648610188786643,0.0,64.3
385,0.032705328497698416,2,01:00:00,2018,Friday,0,2894,835,0.3727136431784107,0.0,64.3
386,0.031199714046589482,2,02:00:00,2018,Friday,0,3064,744,0.4011799410029498,0.0,64.3
388,0.03144029850746268,2,04:00:00,2018,Friday,0,3203,711,0.4078357820152131,0.0,64.3
389,0.03444326265866927,2,05:00:00,2018,Friday,0,3182,754,0.3818023086623339,0.0,64.3
391,0.0505469033337983,2,07:00:00,2018,Friday,0,3557,740,0.3304876172896477,0.0,64.3
392,0.05310866229599665,2,08:00:00,2018,Friday,171,3552,741,0.3291792640660718,0.0,64.3
395,0.0440276886595062,2,11:00:00,2018,Friday,2745,2609,858,0.5109392992268466,0.0,64.3
396,0.04161295159715441,2,12:00:00,2018,Friday,3064,2964,843,0.596699956578376,0.0,64.3
398,0.038321558097363644,2,14:00:00,2018,Friday,2788,3699,606,0.6741113856681239,0.0,64.3
399,0.03967718649741944,2,15:00:00,2018,Friday,2016,3493,736,0.5595878136200717,0.0,64.3
400,0.04207623099455991,2,16:00:00,2018,Friday,1050,2814,640,0.3607818007049023,0.0,64.3
401,0.04810109499232808,2,17:00:00,2018,Friday,148,2244,572,0.2120323342156091,0.0,64.3
402,0.050520016738736226,2,18:00:00,2018,Friday,0,2277,553,0.1878401699190229,0.0,64.3
403,0.05106053842934858,2,19:00:00,2018,Friday,0,2370,537,0.1927207637231503,0.0,64.3
404,0.047664667317617516,2,20:00:00,2018,Friday,0,2379,470,0.2002811950790861,0.0,64.3
405,0.04341860789510391,2,21:00:00,2018,Friday,0,2126,420,0.1880910165484633,0.0,64.3
407,0.03682236016180778,2,23:00:00,2018,Friday,0,1715,230,0.1540716096324461,0.0,64.3
409,0.03898455736953149,2,01:00:00,2018,Saturday,0,1492,150,0.1419555632402524,0.0,64.3
410,0.037791269199703326,2,02:00:00,2018,Saturday,0,1409,92,0.1345584939489018,0.0,64.3
411,0.036573921302985674,2,03:00:00,2018,Saturday,0,1171,110,0.1129330864850568,0.0,64.3
412,0.03591209310379721,2,04:00:00,2018,Saturday,0,932,84,0.0876390925558526,0.0,64.3
414,0.03776064772911669,2,06:00:00,2018,Saturday,0,855,45,0.0769165028630031,0.0,64.3
417,0.04663707746703818,2,09:00:00,2018,Saturday,512,842,49,0.1026936026936027,0.0,64.3
418,0.04359259346688037,2,10:00:00,2018,Saturday,983,684,39,0.1232124801386682,0.0,64.3
419,0.04157566202216268,2,11:00:00,2018,Saturday,1421,520,40,0.1447253068381063,0.0,64.3
420,0.038935860152156526,2,12:00:00,2018,Saturday,1577,374,44,0.1441682324035265,0.0,64.3
421,0.03526442011271012,2,13:00:00,2018,Saturday,1494,287,27,0.1332841872465905,0.0,64.3
422,0.03415614572914674,2,14:00:00,2018,Saturday,1154,291,28,0.1095574563034585,0.0,64.3
423,0.035934667152868485,2,15:00:00,2018,Saturday,799,318,32,0.0851111111111111,0.0,64.3
424,0.04022579991782551,2,16:00:00,2018,Saturday,456,383,25,0.0633338220202316,0.0,64.3
425,0.04753512843932352,2,17:00:00,2018,Saturday,105,471,23,0.0427490722238081,0.0,64.3
428,0.04977305445950134,2,20:00:00,2018,Saturday,0,633,80,0.0504635855333003,0.0,64.3
429,0.045095521655322414,2,21:00:00,2018,Saturday,0,609,106,0.0539907875858944,0.0,64.3
430,0.04394176902299021,2,22:00:00,2018,Saturday,0,584,130,0.0545996788254186,0.0,64.3
431,0.038330776591858386,2,23:00:00,2018,Saturday,0,537,159,0.0554714274328524,0.0,64.3
432,0.04191632437475181,2,00:00:00,2018,Sunday,0,491,183,0.0569449138222372,0.0,64.3
433,0.03815065176086385,2,01:00:00,2018,Sunday,0,543,183,0.0652818991097922,0.0,64.3
434,0.03664099786014825,2,02:00:00,2018,Sunday,0,612,249,0.0807086614173228,0.0,64.3
435,0.03463647201557741,2,03:00:00,2018,Sunday,0,721,308,0.0984783232845248,0.0,64.3
437,0.03313687360430421,2,05:00:00,2018,Sunday,0,846,387,0.1204219162027541,0.0,64.3
438,0.032408529946246246,2,06:00:00,2018,Sunday,0,880,404,0.1306471306471306,0.0,64.3
440,0.03804934772531276,2,08:00:00,2018,Sunday,172,945,340,0.1356737126361858,0.0,64.3
442,0.03837098181558085,2,10:00:00,2018,Sunday,1705,687,334,0.2487453234784195,0.0,64.3
443,0.03947795864042092,2,11:00:00,2018,Sunday,2302,522,339,0.2869715115224097,0.0,64.3
444,0.037034117012276456,2,12:00:00,2018,Sunday,2598,585,333,0.3280156731038343,0.0,64.3
445,0.030845908975264118,2,13:00:00,2018,Sunday,2570,658,329,0.3496166699429919,0.0,64.3
446,0.027841286039757,2,14:00:00,2018,Sunday,2231,697,290,0.3200397812033814,0.0,64.3
447,0.03160890010690613,2,15:00:00,2018,Sunday,1516,668,295,0.2313579094727018,0.0,64.3
448,0.03825434527735176,2,16:00:00,2018,Sunday,779,635,313,0.1509351511973431,0.0,64.3
450,0.0593644635180543,2,18:00:00,2018,Sunday,0,1014,264,0.0941297783015393,0.0,64.3
451,0.062358284008492824,2,19:00:00,2018,Sunday,0,1369,241,0.1195514962500928,0.0,64.3
452,0.06048303928160857,2,20:00:00,2018,Sunday,0,1704,236,0.1526117054751416,0.0,64.3
453,0.05622309257976644,2,21:00:00,2018,Sunday,0,1873,230,0.17525,0.0,64.3
454,0.056377114538486366,2,22:00:00,2018,Sunday,0,1890,224,0.1740634005763688,0.0,64.3
456,0.02990355744733746,2,00:00:00,2018,Monday,0,1780,236,0.1828571428571428,0.0,64.95
458,0.02661726931894006,2,02:00:00,2018,Monday,0,1565,185,0.1685934489402697,0.0,64.95
460,0.026092945179098947,2,04:00:00,2018,Monday,0,1319,123,0.130050505050505,0.0,64.95
461,0.02999685116909618,2,05:00:00,2018,Monday,0,1198,114,0.1102891728312037,0.0,64.95
462,0.0422594383630697,2,06:00:00,2018,Monday,0,1081,89,0.085183836912996,0.0,64.95
464,0.05347971990808487,2,08:00:00,2018,Monday,221,903,84,0.0730659892336539,0.0,64.95
465,0.050280181517366004,2,09:00:00,2018,Monday,946,697,89,0.1073775573465592,0.0,64.95
466,0.046717401671857055,2,10:00:00,2018,Monday,1712,376,92,0.1375394321766561,0.0,64.95
467,0.0445884255177659,2,11:00:00,2018,Monday,2218,208,76,0.1595765036035461,0.0,64.95
468,0.04212154487288748,2,12:00:00,2018,Monday,2509,128,72,0.1762868484414654,0.0,64.95
469,0.0407180448615949,2,13:00:00,2018,Monday,2561,91,71,0.1774519387422613,0.0,64.95
470,0.04030765316253468,2,14:00:00,2018,Monday,2188,73,45,0.1501106626741309,0.0,64.95
471,0.04212328993530886,2,15:00:00,2018,Monday,1502,51,29,0.0986776447105788,0.0,64.95
472,0.04426501846863323,2,16:00:00,2018,Monday,734,47,12,0.048145224940805,0.0,64.95
473,0.05024108540734841,2,17:00:00,2018,Monday,127,85,11,0.0130999236327321,0.0,64.95
474,0.054126500447457496,2,18:00:00,2018,Monday,0,160,13,0.0096287638448266,0.0,64.95
475,0.05613553711897108,2,19:00:00,2018,Monday,0,215,17,0.0129017906795684,0.0,64.95
476,0.05129151230834475,2,20:00:00,2018,Monday,0,269,22,0.016992700729927,0.0,64.95
477,0.045836010913486144,2,21:00:00,2018,Monday,0,321,26,0.021707851110416,0.0,64.95
478,0.04230668928401801,2,22:00:00,2018,Monday,0,341,25,0.0238950186067767,0.0,64.95
480,0.03319609576012188,2,00:00:00,2018,Tuesday,0,289,42,0.0246133254015466,0.0,64.68
481,0.03156882402324182,2,01:00:00,2018,Tuesday,0,282,33,0.0243544147208906,0.0,64.68
482,0.030093805531739733,2,02:00:00,2018,Tuesday,0,286,30,0.0249782625879377,0.0,64.68
483,0.029029205998347702,2,03:00:00,2018,Tuesday,0,363,44,0.0321637426900584,0.0,64.68
484,0.029757590477680545,2,04:00:00,2018,Tuesday,0,436,50,0.0378976918278228,0.0,64.68
485,0.03289765072134374,2,05:00:00,2018,Tuesday,0,532,45,0.0431143988642307,0.0,64.68
486,0.041431262629450696,2,06:00:00,2018,Tuesday,0,604,51,0.0446094122454539,0.0,64.68
488,0.05237247674545131,2,08:00:00,2018,Tuesday,277,807,76,0.069398743643434,0.0,64.68
489,0.0492665040220504,2,09:00:00,2018,Tuesday,1033,684,104,0.1126856435643564,0.0,64.68
490,0.045847486633602205,2,10:00:00,2018,Tuesday,1999,439,97,0.1628549402544006,0.0,64.68
491,0.0439867186417707,2,11:00:00,2018,Tuesday,2758,363,67,0.2123492972756944,0.0,64.68
492,0.04174596930552413,2,12:00:00,2018,Tuesday,2960,469,52,0.2372222979419381,0.0,64.68
493,0.0403786230577568,2,13:00:00,2018,Tuesday,2801,540,56,0.2289392101361369,0.0,64.68
494,0.04004873016328737,2,14:00:00,2018,Tuesday,2235,652,61,0.1976533690915186,0.0,64.68
495,0.04140838553650221,2,15:00:00,2018,Tuesday,1554,899,51,0.1634464751958224,0.0,64.68
496,0.04326886023227028,2,16:00:00,2018,Tuesday,776,1236,70,0.1345569702061655,0.0,64.68
497,0.04921507944559353,2,17:00:00,2018,Tuesday,144,1351,101,0.099706378459424,0.0,64.68
498,0.05249598697661195,2,18:00:00,2018,Tuesday,0,1720,145,0.1127296905222437,0.0,64.68
500,0.049489017968848505,2,20:00:00,2018,Tuesday,0,2283,241,0.1642373763664757,0.0,64.68
501,0.04390554080910021,2,21:00:00,2018,Tuesday,0,2206,230,0.1690727373681288,0.0,64.68
502,0.040318562541654154,2,22:00:00,2018,Tuesday,0,1987,182,0.15512802174224,0.0,64.68
503,0.034832948501741054,2,23:00:00,2018,Tuesday,0,1798,128,0.145303658996605,0.0,64.68
504,0.03366889782704881,2,00:00:00,2018,Wednesday,0,1666,188,0.1492633443362048,0.0,64.81
507,0.029853386109053998,2,03:00:00,2018,Wednesday,0,1593,65,0.1400456119604696,0.0,64.81
508,0.030806564527522437,2,04:00:00,2018,Wednesday,0,1523,60,0.13197165485619,0.0,64.81
509,0.033733483268996424,2,05:00:00,2018,Wednesday,0,1449,45,0.1176748582230623,0.0,64.81
510,0.04198004349345618,2,06:00:00,2018,Wednesday,0,1343,31,0.0966244725738396,0.0,64.81
511,0.050392577111544816,2,07:00:00,2018,Wednesday,1,1277,26,0.0815203800950237,0.0,64.81
512,0.053138742202797434,2,08:00:00,2018,Wednesday,363,1206,28,0.0975445883215245,0.0,64.81
514,0.04587455881016366,2,10:00:00,2018,Wednesday,2658,661,11,0.2254112231774182,0.0,64.81
515,0.04395691104224411,2,11:00:00,2018,Wednesday,3503,585,12,0.2891600253896608,0.0,64.81
516,0.04129300844815107,2,12:00:00,2018,Wednesday,3941,613,19,0.3389667185531095,0.0,64.81
517,0.03994599709009995,2,13:00:00,2018,Wednesday,3873,761,26,0.3480729011054675,0.0,64.81
519,0.04147336708037889,2,15:00:00,2018,Wednesday,2380,1117,24,0.2489570812416036,0.0,64.81
520,0.0431480129459247,2,16:00:00,2018,Wednesday,1252,1354,25,0.1786029461679451,0.0,64.81
522,0.05142377158374203,2,18:00:00,2018,Wednesday,0,1911,30,0.119299323909035,0.0,64.81
523,0.05229942772097364,2,19:00:00,2018,Wednesday,0,2346,22,0.1461097056827296,0.0,64.81
524,0.04810252613019338,2,20:00:00,2018,Wednesday,0,2600,18,0.1722595078299776,0.0,64.81
525,0.04286379749955585,2,21:00:00,2018,Wednesday,0,2620,11,0.1849170649423671,0.0,64.81
526,0.0400306296952209,2,22:00:00,2018,Wednesday,0,2570,10,0.1902514563822727,0.0,64.81
527,0.03500079974684613,2,23:00:00,2018,Wednesday,0,2517,18,0.1989327473907243,0.0,64.81
528,0.034190979394810486,2,00:00:00,2018,Thursday,0,2492,15,0.2137072713323672,0.0,66.12
529,0.03245612351263671,2,01:00:00,2018,Thursday,0,2431,8,0.213984909633269,0.0,66.12
530,0.031001416847763398,2,02:00:00,2018,Thursday,0,2402,17,0.2175751034358697,0.0,66.12
531,0.030381469019192635,2,03:00:00,2018,Thursday,0,2359,36,0.2150875617422541,0.0,66.12
532,0.031135420059648727,2,04:00:00,2018,Thursday,0,2398,29,0.2161175422974176,0.0,66.12
534,0.0422811405350035,2,06:00:00,2018,Thursday,0,2358,39,0.1831308732523493,0.0,66.12
535,0.05033187918113392,2,07:00:00,2018,Thursday,1,2355,36,0.1594135288237254,0.0,66.12
536,0.05272044983826963,2,08:00:00,2018,Thursday,412,2189,26,0.1713633398564905,0.0,66.12
537,0.04904011882505265,2,09:00:00,2018,Thursday,1541,1863,36,0.2352780247589084,0.0,66.12
538,0.0452440486921363,2,10:00:00,2018,Thursday,2626,1886,47,0.331829099643351,0.0,66.12
539,0.04352439625282041,2,11:00:00,2018,Thursday,3353,2205,44,0.4363268167302749,0.0,66.12
540,0.041332239439520586,2,12:00:00,2018,Thursday,3637,2520,44,0.515504198187713,0.0,66.12
541,0.03964242833115335,2,13:00:00,2018,Thursday,3604,2840,46,0.5547008547008547,0.0,66.12
542,0.039533675476224564,2,14:00:00,2018,Thursday,3134,2925,42,0.5117000754843579,0.0,66.12
543,0.041010505312871384,2,15:00:00,2018,Thursday,2360,2917,66,0.4257709777671528,0.0,66.12
544,0.04335140302992972,2,16:00:00,2018,Thursday,1244,2921,103,0.3173706127305175,0.0,66.12
545,0.04861189406254324,2,17:00:00,2018,Thursday,284,2753,118,0.2155201858050413,0.0,66.12
546,0.051314148007878244,2,18:00:00,2018,Thursday,0,2838,111,0.1894513683669536,0.0,66.12
547,0.052610366266241694,2,19:00:00,2018,Thursday,0,3078,122,0.2062387213199278,0.0,66.12
549,0.04283521786716589,2,21:00:00,2018,Thursday,0,3118,156,0.2398359094571826,0.0,66.12
550,0.040131466865094334,2,22:00:00,2018,Thursday,0,3020,199,0.2473490087597971,0.0,66.12
551,0.03494363298609491,2,23:00:00,2018,Thursday,0,3042,257,0.2715002880421364,0.0,66.12
552,0.034830659785186215,2,00:00:00,2018,Friday,0,2975,301,0.295641187618446,0.0,67.04
553,0.032705328497698416,2,01:00:00,2018,Friday,0,2926,300,0.3013826606875934,0.0,67.04
554,0.031199714046589482,2,02:00:00,2018,Friday,0,2820,249,0.2884940778341793,0.0,67.04
556,0.03144029850746268,2,04:00:00,2018,Friday,0,2819,175,0.2740001830328544,0.0,67.04
557,0.03444326265866927,2,05:00:00,2018,Friday,0,2884,200,0.2707400579404793,0.0,67.04
558,0.04258930813223601,2,06:00:00,2018,Friday,0,2969,239,0.257774206508638,0.0,67.04
559,0.0505469033337983,2,07:00:00,2018,Friday,2,3107,269,0.2414754449924941,0.0,67.04
561,0.049313363091086616,2,09:00:00,2018,Friday,1760,2551,262,0.3371921545494765,0.0,67.04
562,0.04600174361835681,2,10:00:00,2018,Friday,2909,2903,290,0.4952520087655223,0.0,67.04
563,0.0440276886595062,2,11:00:00,2018,Friday,3687,3247,318,0.638548912564938,0.0,67.04
564,0.04161295159715441,2,12:00:00,2018,Friday,4225,3265,328,0.7235539102267469,0.0,67.04
565,0.038838436323057605,2,13:00:00,2018,Friday,4444,3329,359,0.7929017160686428,0.0,67.04
566,0.038321558097363644,2,14:00:00,2018,Friday,3922,3384,419,0.7564629847238543,0.0,67.04
567,0.03967718649741944,2,15:00:00,2018,Friday,2924,3495,503,0.6423533778767632,0.0,67.04
568,0.04207623099455991,2,16:00:00,2018,Friday,1596,3517,590,0.4903275728656177,0.0,67.04
569,0.04810109499232808,2,17:00:00,2018,Friday,352,3311,599,0.3266400980993256,0.0,67.04
572,0.047664667317617516,2,20:00:00,2018,Friday,0,3851,830,0.3633752522900171,0.0,67.04
573,0.04341860789510391,2,21:00:00,2018,Friday,0,3874,829,0.3973470767151064,0.0,67.04
574,0.04120072534523643,2,22:00:00,2018,Friday,0,3788,839,0.4104133404293064,0.0,67.04
575,0.03682236016180778,2,23:00:00,2018,Friday,0,3740,850,0.4337964275588318,0.0,67.04
576,0.04228428907262505,2,00:00:00,2018,Saturday,0,3662,880,0.4664681113279244,0.0,67.04
579,0.036573921302985674,2,03:00:00,2018,Saturday,0,3563,991,0.5181476846057572,0.0,67.04
581,0.03613940180998478,2,05:00:00,2018,Saturday,0,3850,932,0.5632508833922262,0.0,67.04
582,0.03776064772911669,2,06:00:00,2018,Saturday,0,4146,967,0.6327970297029702,0.0,67.04
583,0.04213464830126773,2,07:00:00,2018,Saturday,3,4491,1036,0.6666666666666666,0.0,67.04
584,0.04560131241476956,2,08:00:00,2018,Saturday,598,4562,1069,0.7301605907865432,0.0,67.04
585,0.04663707746703818,2,09:00:00,2018,Saturday,1803,4802,1084,0.9714466203411244,0.0,67.04
586,0.04359259346688037,2,10:00:00,2018,Saturday,3011,5652,1097,1.522383403525191,0.0,67.04
588,0.038935860152156526,2,12:00:00,2018,Saturday,4267,6387,1027,2.5825779349988944,0.0,67.04
589,0.03526442011271012,2,13:00:00,2018,Saturday,4349,6056,1036,2.599045888232621,0.0,67.04
590,0.03415614572914674,2,14:00:00,2018,Saturday,4059,5875,998,2.4953207030358366,0.0,67.04
592,0.04022579991782551,2,16:00:00,2018,Saturday,1857,6605,1028,1.770192128334266,0.0,67.04
593,0.04753512843932352,2,17:00:00,2018,Saturday,488,6242,1090,1.039478931277416,0.0,67.04
594,0.052416983212335885,2,18:00:00,2018,Saturday,0,5907,1136,0.7637171980047712,0.0,67.04
596,0.04977305445950134,2,20:00:00,2018,Saturday,0,5490,1128,0.7252602739726027,0.0,67.04
597,0.045095521655322414,2,21:00:00,2018,Saturday,0,5326,1104,0.7655673294439814,0.0,67.04
598,0.04394176902299021,2,22:00:00,2018,Saturday,0,4938,1063,0.689690840133318,0.0,67.04
599,0.038330776591858386,2,23:00:00,2018,Saturday,0,4586,995,0.6575939672440203,0.0,67.04
600,0.04191632437475181,2,00:00:00,2018,Sunday,0,4187,921,0.6188514659559001,0.0,67.04
601,0.03815065176086385,2,01:00:00,2018,Sunday,0,3900,841,0.5841547560374569,0.0,67.04
602,0.03664099786014825,2,02:00:00,2018,Sunday,0,3675,808,0.5576564249284737,0.0,67.04
603,0.03463647201557741,2,03:00:00,2018,Sunday,0,3448,743,0.5190092879256966,0.0,67.04
605,0.03313687360430421,2,05:00:00,2018,Sunday,0,2996,571,0.4155405405405405,0.0,67.04
607,0.03505149498579334,2,07:00:00,2018,Sunday,6,2705,457,0.3621813193094775,0.0,67.04
608,0.03804934772531276,2,08:00:00,2018,Sunday,748,2306,412,0.3739749676305567,0.0,67.04
609,0.03962884440541126,2,09:00:00,2018,Sunday,2212,2081,363,0.5255079006772009,0.0,67.04
610,0.03837098181558085,2,10:00:00,2018,Sunday,3621,2218,347,0.789131266743207,0.0,67.04
611,0.03947795864042092,2,11:00:00,2018,Sunday,4540,2357,341,0.9924585218702866,0.0,67.04
612,0.037034117012276456,2,12:00:00,2018,Sunday,4981,2354,403,1.0912424199689748,0.0,67.04
613,0.030845908975264118,2,13:00:00,2018,Sunday,4843,2377,410,1.1411905474125037,0.0,67.04
614,0.027841286039757,2,14:00:00,2018,Sunday,4233,2553,496,1.0912632998651282,0.0,67.04
615,0.03160890010690613,2,15:00:00,2018,Sunday,3157,2676,622,0.873123224671987,0.0,67.04
616,0.03825434527735176,2,16:00:00,2018,Sunday,1770,2910,786,0.6576825893394297,0.0,67.04
618,0.0593644635180543,2,18:00:00,2018,Sunday,1,3157,1101,0.3835209365150833,0.0,67.04
619,0.062358284008492824,2,19:00:00,2018,Sunday,0,3304,1111,0.3833796457103161,0.0,67.04
621,0.05622309257976644,2,21:00:00,2018,Sunday,0,3507,1098,0.4466970608206421,0.0,67.04
622,0.056377114538486366,2,22:00:00,2018,Sunday,0,3294,1045,0.4035152980563564,0.0,67.04
623,0.04868904674072336,2,23:00:00,2018,Sunday,0,3311,939,0.4119414558495686,0.0,67.04
625,0.027689341705740122,2,01:00:00,2018,Monday,0,2977,815,0.3923841059602649,0.0,67.96
